business_id,positive_photos,negative_photos
DC3B2efrhw1c6c79BBgYjA,0,1
Y1Y5aSg5YUFHkpqUnkydig,5,2
hFbhRTodMqG2FAf0UWjJQw,2,0
eBxQzBFLEPwRCxuiL50SQA,5,2
sXg2NCfiCqK_X_4R5NK_jQ,0,21
hyc5Cg9CJS_ZBuN5OBnC7Q,2,1
6PdHFAW72p0sSrMCX0mmbw,1,4
60qcZ_mzu-IP82GtANZ6lw,1,3
nSQBL7E9JdN40Dcg-QiFJA,0,2
ybbcg01-j7tKJ_oLEY1uPQ,3,1
K67pkQljTFTW_P-7xUQrFw,12,3
E6CKPADfLBk5Lg6ABxLFMw,1,1
WFhyXqN6VwKJElj-BrRp_Q,14,6
X3r0CTHKc_KychP5_D8lgA,3,2
J0YWF-bOcMKuSWg36GAq9g,4,4
hs8V9JmtBL7FLXRNAyPXLA,10,3
R-EGIdIgtoFzl--OudANtA,10,1
5xTHY_U8jn6MnXJMOSH69g,10,4
Udpx-0h5dcqsaQbRs_r5iA,8,1
fjJeO9R5YLOBo15d3Ke2bQ,2,2
fvCDiV6J-oFpIORnRhPXxA,1,3
4t_RBsTtU7hhVYJweh46Uw,1,1
zMnev6ayIxndjTKTazMcpw,8,2
fJ7uw4dDFIga57868Oz1EA,20,6
SWZ_GqiaAoc4JoUOosF0mg,1,2
rx3da3AnlsTGstA4Vc5F-g,3,5
0gMB7yvyLkXkKO0Xgz9KHA,10,4
Lr-4FHCSR_FCtrt9LQCjKw,1,0
reH7Ez1m-hOJCmiV32-tFw,0,1
_HboH55t0MnGVaDxzuogdQ,6,1
TbmUSYssTWDB6yQQrBknSw,0,1
fdLR0YxQUHuxxA-GkkHqPA,0,1
NTwK8NTfzTL2vjz-fn5EeQ,3,0
p2TGNs5rNk-rRwr5PlVImQ,9,2
SAIrNOB4PtDA4gziNCucwg,16,29
u2ETlHOcFdRz4BxcdfsK0Q,6,2
cgWyJ_dhkhK0djaR3fLjhg,0,1
ODQq6ba0rtpT2Iw0gY68Ug,0,2
Vc736i4U68KH31qEfArj7A,6,0
tCkd8eAx2mR0oioQcqkxPw,0,1
jEIstIhHuH8FxzIEOTnB1w,8,1
w_Cw1-80276SAhHw2LJqFQ,12,5
7uHDOUQl6sjum1QSolpBrA,3,1
NRl1PON2_XpdUQJ-FILP0w,1,1
TgjgHz-QRrv60QKYZ-qmMg,1,4
F3oDNZGUJBIHHy4wQ5jRGw,2,0
b7kpFwn_mBu0n76VFi_-hA,1,2
R1YBPobZ-EtNeY8-goCMaQ,1,0
Xsb_qhfvj0p_ys81-z9SPg,1,0
4-1Cfzs1782tbudx7PDFYQ,0,1
01VPJkcU0m8WzlA7dCEpVQ,0,1
OqYZdBUgmId7tZMAVpiFCw,3,1
-jdNqqzF1Dbve04oEd4jww,1,1
vaAZBXG2gepDhEKdFHlMnA,3,3
9-cVW8wSRoE6Nmnc7v0uUA,44,14
2A1wvIFdKQZZe-vtTO7olQ,12,2
roR1_DDlMk7mhi5_R6XVKA,19,8
9_QjWiy0Aj0gvP1BQts9QA,2,0
c6v-5BHqJs4BU6sATgeAag,0,1
cRBIvRyynPBjDi2y49PV6g,10,1
1ArRdNrB7RjZ6B3X6JW3eA,7,0
507GRbrr770MTG0lOhlfYA,2,0
3p410D9YzcmgyXQWCcCPiA,2,1
DwS5_jKur2mfxvqDp_gptg,2,4
c9sB3U6aAJ8_5GFkcbuKQg,3,1
RHwpx_SBW4h05LQsIxF-mQ,0,1
c4HyTlwBA34nwBu2W-fzAA,1,0
3fT1kcQ-MVEImGHa3hll5w,5,1
nrwKiDMr4odCkjx78e5IfQ,9,0
D8bgtnHOwZiZZPFGUjn4WQ,2,3
boIILzBqhjWhq4G0BsB5_A,109,19
hfPOj-hcDu6YERUPH8FBJA,1,1
9qmt8tJStoqHhrB-sNsDFQ,1,0
7mOWMhlibS62hedb1m5A3Q,3,2
s-zwyD8YOm-y3AbRrsRx7w,3,5
qQ_zn8ipa9sRaLBl_SKyBA,8,0
jmVkdK74daUoD2_kfsCTyw,2,0
wz5C4i-8G3YqyppO5McDwQ,2,0
dCCMinVIJodrMAB1bbh3DA,6,0
MoxLG0Yk3MhuyuPxhQ-POQ,1,1
V2oe1HVgNK0He9Mf3Q17AA,13,7
n4E8ltk6CidI4_9s5STVtA,6,7
9T2fYTnKClbBKCDaJypGxw,7,0
ouTdW9cEZoer60mENUesPQ,1,0
8Qmu5M-RIB-5z1MjC8pshg,10,3
Ty656Z9AEJFwUdEeu02FuA,1,0
_k-GxjmoJYelsGHA5NIPiQ,2,9
2_mMtnHH16EfL-AvQtk8xQ,5,2
8hwbcCNUv345Kw1xfOCcWg,0,1
7jl9EJQCGBiTyXTDXMsRIw,11,6
1DtyA7pnc66hTkv64lKlzw,11,3
2pWpFiaAY_RYqx-sVqLlRg,22,17
IdHIcxCFq84evujUVNcB5w,1,0
POkNk-y-sS2Od39kP5NN5Q,8,0
JcMx_PIy0ROIlJWens4TAQ,12,3
Fwi4BU9SXzyAtA1vuKzO-g,3,1
tul3gM5M1bLmf4I-6EHCBg,4,0
zr_bmtM-SBIKKp2feKMWXw,16,1
LnSjzFXh1GrOObsRP6LhBQ,1,2
Spa_PAUu1wyPiwqTjjv6Lg,2,0
dwNZks_N6paJzgU4zzwlWw,4,2
48PJznErl0Yj9vGzcb0lwg,1,0
IOQ7hWDbdzZgOSr2sDELoQ,6,3
Atk1wlFBAjbxczwL0uwQVg,0,1
20NpkWufzKxdTDv0x8l5Nw,1,0
0dRqzEG9-2QNnvJtdpdDZw,0,1
aPIowUY3jp8ZGTlFoAMw_Q,1,0
1PWElY5qIYPMWVrlrW7rMQ,0,2
YxgY6tVOpXSoV-1LXlGtBQ,5,1
lB_PJ7DqcAA4Ku4EZdYg6g,12,2
uNA3OAcroBXuxZuGDlqLhA,0,1
VNyWT0hLkIHzt5HQ0W4tSg,4,1
Jw3iaQalS9-1aeXkKh_plA,6,10
ckmhafwEhhIyPEtCon8GSg,1,0
YnmtUJGqQIQL9tz1MRyfqA,30,18
hKX_7qaljBtpcEYp73Kzyw,0,4
NKm5pBzfks9gznBXs9KqvA,1,0
Mjxv8bMs1mOcuhleCpDWOg,1,0
TLbx_MR2dyFztoyR5d9H2A,0,1
eAc9Vd6loOgRQolMXQt6FA,22,33
1rURUVztowOl0lMoVHyNpw,15,7
LSPwq3J4WDHh6q3Cu0uMog,10,14
voBQ9XUn5KfPb7fvQxbE9w,1,0
4MMPpETGn-3LG5xMpcPO7w,4,0
dCVOJZkaV2V0EwexjEzLmg,13,0
MVjkFLHNJmbQ-ZTd3QY3nQ,2,1
PM5M1lm1tRILrjGSE_oK2g,0,6
gQMAcDm8kv8ev7x2BshMwg,10,4
yU1oe9Ic0RSHOqH0FQ88RA,48,1
jq1cO9G62R-CaL6Jq0BcCg,7,0
rjJM4xHdCKJRUpovQ-msAQ,14,6
CDxxqyH-Gn3luPA8CtlPRg,1,0
oamNMwd8kKOmrTu3C6qOeg,0,1
6-ZXctu-Duee3rGY3lC-uQ,1,2
ZXQdja1lA8oMbTDuAHcf0A,3,5
zJ__js7-Cx_wU4GhdBdeRA,0,4
Us7Oe7hwI3J9rJ2TZs8gSw,1,0
E759qevG0vnzRCjIHG_G_w,0,1
zW600wCsIlC2w5SQBNAo_w,11,4
Oc8uGKe_Eg4vdECgWWKRKQ,0,2
iEsNloJgy-MyA-_wqeB6jg,1,3
kIdLsbi4wdPZzMYRJmD48g,1,0
ejKXczjEkm1gzyRdblQm8w,5,1
mFBZcwkHuys0pbyBGOhKoQ,5,7
ZBsEMR5GauziaStzU1m-ww,2,3
1av_7zemoQnj8hWLY_J9Zw,0,1
KwnxHbWO8jw60fnzEawFdw,2,0
LO5wXyFY6KUYleg0ZK5xiw,1,2
bgBCvYf7wM2HdbzLad897A,1,3
tVR4gTAdjo8QY82W9Dp6pA,7,0
_o2fJBcVgLpy-L970Y7qYQ,1,1
tUiJdFccD4DaEZOZS-IhmQ,12,11
U8-1KmkPTZ0PpDK75NwdNg,0,1
301VZvZvjGes5Dxu255Gsw,2,3
dJF4C707KVhFx1qcRJhlEA,8,5
ITUhsKjJYcVupAccQ1ADXQ,10,3
GWhp4fCu-NWR9PTJBi4Ifg,8,0
a1WWhLOWUC3wZLhkXdAIJQ,2,2
OEzk5db-j7tVT1US14fQsg,0,1
jXo3-D3fCzaQzLE0NRZlZw,1,1
UrI8GMldxmZ1wR8A9_cnXg,0,1
FysQmYPyBcIv0RSNhuVzAQ,8,0
cJ9BqupaJVeCTQQBWA3PAw,1,1
C5azlhXSTOlqVAM3nl95nw,6,2
A6VyAvF5jNYTK3WivFsJSg,1,0
8-EVsgJWjva29XMuVW2gPA,1,1
im5IHvGfoDVMy0WxNp4OUg,0,1
ofa-Qt3Cx8X5h-L5A5SADg,1,0
3ZS3n0RNlm-DB0Ue8yf43Q,1,1
TokG1L02Eic6gHRFa0gFYQ,0,1
B9pMUND3peh4fFtGmqA4LA,1,2
e-YnECeZNt8ngm0tu4X9mQ,2,0
VVW8mxu8Ru2UR3lVJYA81Q,3,0
aUuUWz8P27VwX37BQEeWqg,0,1
ytk8XVFegCSdSBXLDZutpw,30,12
NoA6bD6W7z_Aztk_cOU5cg,19,8
9vij1n-WqXnnEsgzmwnoXg,0,1
htgL0zTIAekQpaWVBQcCWA,2,0
92_L_cBI11zfiFkxLs7Agw,3,2
lVdrCvhjbk-E_6AeJo5ovw,10,5
lCZ1pvgb9i3c2y55XalbhA,2,0
zP05w3gjD30Gi9-SCIy2DA,7,2
NsWc7zJG5PN_frYqMOa9mQ,1,1
cInZkUSckKwxCqAR7s2ETw,27,1
uCL2LeNYpYTQX13o1S53Cg,0,1
ZHSMToFUzdVijeJvrWLNJw,0,1
sko1znlSympHuEkt2OvIzA,14,2
Xz5PO5UllsZfYn6jqb3c7g,2,0
h2cPIifmtPD029q4sthRSQ,3,1
oQi2rgl-ajKDoTAaceLBag,2,0
34kE4d6zgcpevHOl8NRV-A,1,4
0jMWCioUATOJgMpsPTyC7g,0,1
4xsgyzyQ5K50AMkc4CoZEA,3,2
wFfFPz8vunUrai0jPTNBcg,0,2
waT5bKkbYJceDpyhzSVPlg,2,1
AyOLu1vg-CZtVVhYRKJYAA,0,1
RX_zkcMKa6wOsUNhGpHaoQ,17,8
2-0Z3UeQZ_Mx98m8Dv3oeQ,3,1
bsGVvCtj8i2xGl15XX8Dxw,1,1
wkWRSubb5Um4xj1Qnim-Ow,1,0
JT9krwpag1O4YRjJy_ZA6Q,7,1
eh127ASMZstrELE0K0XADw,37,21
Tz3lmsFCS1e8rUkXuHW9mw,8,0
aO94Wsh2VzrgdCXu26OJEQ,0,1
80H8EnyShhq6_ZENH7aV3A,0,2
BMbIIewtxETan7Out6ROKg,5,2
s9CG5XGXJQpP03iYFIHeLA,2,4
VahYIkK6nH3jTPrJUfZnlw,13,9
6kbYT0iLV6ykrIgFTmhxWg,3,0
k55Bs6VymAMRPleOUBXKwg,1,0
IQLnLQYcTwCjwt_ri9dqhA,4,5
qeJnMI5RmyJ2TZvkqvjn6Q,4,1
e7bcP2P8WO0NFe1DjjoYQA,3,3
QDTM1i1Q8RW559sfhZDbtQ,11,2
MtawnRlCFEDlYy8YRoaSsg,3,1
G8vA6pq4p8KslaURm-q65Q,1,1
JtJnFY3tThBoxpDMxLFLow,5,1
TL5Dtfnf-5hYG13lBF9N2A,4,16
dGnjfY3KyeLg-nBQaT3Xqw,0,3
H199XZknFNHInBW7qap1-g,2,1
wGL1O5ZAxeag8YsCTkhvdw,1,6
JM9GL7hbCqwsJdRGw-ef4g,5,1
hSLHNZRSzOCf3vL3xKfh7g,1,4
S7ECG2HNltSWFo1FcFTwFQ,3,1
AFTYT1J1uIFWqvK5Rk2t1A,10,5
8syeNR6GsIBp1r99vUuHhQ,7,2
AgIGsyUA0aKhUGFWOsI4AQ,0,1
SNkkuchbVtUzCwyENcai_g,1,1
61qDFkNrHKzyA9n3dlgcEw,1,0
gIZgDLdt-PW1j7QjV6z2Lg,1,0
mVihMz8zC-MdRPEgnMso2A,1,0
AsCdjxtQKvn-s1OyyG-joQ,0,1
X9tvfneZi6vq-45Z7ulvPQ,2,2
LOrxnwNJgxHZ5xSPjAp4XQ,3,4
rP9wgndjstqcuCUSMqmOIA,3,0
hKp3VM4rEsrAB5NgHXvGAQ,0,1
0FSH-6mRF7DKjeI98snxrA,0,1
NvrKcvJkPNcWDiEA8QmkKw,42,4
HUJ8GgKw4IeWQlfo4rTc2g,1,0
zWFuGjtmzekVBTL0muNsXw,1,1
AakkkTuGZA2KBodKi2_u8A,0,4
pHSHm72bwR09Mt022CVvrw,5,5
JJhnw7WJDuMHtK5i30EpGQ,0,1
MQXZW_c30OdTsLcLkhjzlQ,5,1
UH6tgaTukY9OVvclRYqpqA,1,1
u5U7iPk2D6SPprqlT7yTGQ,28,16
9h2W6JBWILS_RwlpIBSEig,1,1
U99Zvi9LLv67TZ2z6ddsWQ,0,3
ttuEwktrkmh3TUlSFPZqAA,14,3
qW_IhIe5YQ1hcVK6gkKY1A,1,0
ECKXHrl2GqNKRMG9jp4trg,1,3
3N7pvxYoWlMc9KCsCWV5nA,1,1
eRZuxjnaMviiVyvhejwTBQ,1,1
GcxE5hK_TaHP4EZFDYz2mg,1,1
gA8m0-v6ZU-d67zv778grw,19,9
4RSJzjaxYJ9CRTfrk1sHZg,0,1
Ou8oovhiAUp2X2HeR8NDog,3,1
BbOx9i_kDJBnE9K2hyqBTg,1,3
dc6sPg9kNliz_Cy2yX19tw,4,8
VeRHiEbUe_vHprYn8mnezA,1,3
GtSNTE2qMOZBlj0noCgCGw,6,4
b0WztBYRaswkUARxLQ1aKg,0,1
1zB9uReur5fdEw5slte0gA,6,1
MaOq7lNLt8tE4n6zmjMycA,1,0
Rmiv34SGRqJDm_5Db29IrQ,3,2
PXN0l42g6IWp18NGJ7yn5w,0,1
9HWdRtNS0q4_UkEvL14IfA,5,1
9n8jDTvkOjoH3fD_Y9KC1g,1,0
RVUflI27ItAJ7kzQA6a7lA,0,1
qHseX2NHeUUedIgs_VasZA,6,2
Kg2Cg-ZL56o2oU2GbylX5g,1,0
2FImjoBv0qvq9NumhcVOyA,5,0
Ww-qDl1G9Kr7igS3ouA_Cw,3,6
GtioOu-ZcwVJUhTgox4lsA,3,2
-Lgj3gdQZiVngAEc1yALzw,106,41
ntpj41N4iISg0oTMl1PUeQ,4,1
x6hqVKdZOJ_hxLXyJhdi4g,0,1
9zCVPPA-HINPq6HrRxm_RQ,7,2
gvSn76jIWco_sDxp6090og,2,3
7SLZwNRhc2bpUXQXLypTTg,1,2
67hgX03yotM6MUiKI99rhQ,0,3
e1E_lrNhLP9RGLmMa-KIog,0,1
gxvSB3hEIW2EfTtUu77rZg,2,0
8ltZ8Q8lJKrHaXIRvYO7hA,0,1
I6pcm_XcmXXfAfNdPffZlA,1,0
LbM7p-cI0dUCkaUzOyFMTw,14,9
FnRLbAYaQTYQEXHuUTmwMA,0,1
D4qFvxY2hIPrZ_o7bFhhWA,4,1
7cMnc_zSPenfSQa9_199CA,1,2
edzyeTLeOS_Rwla6pfXWQw,7,0
hG7GPagUoqCHLowKzlR3kA,4,0
Gk_KLfwb0GMgKDrP8_0kqg,0,2
eYE7zd30ltLAS1V3ssdtrQ,0,2
lB28x7MkztHZ_o-Ip3GTwg,2,3
zd8dDaVh-BQHDieaIu-rVA,0,1
fc4Kr69aeUQ3ItOlbewfCg,1,0
k_TFJp2S1W1l1Op6v5uUYQ,2,0
dv2LfEn4p3ncG_1jYIoZ7g,0,3
Rb2s2-2kIvbPXnPEuM_OBg,2,5
336_K7i9-jrEhvQleGUVQw,4,1
9HP13JaP9nmN3qX5v0jamw,4,0
PbeDPF59J-bjBsUxLUGZhQ,1,1
_ta7UaBqMTcF25JZy_5YHQ,5,1
56fZ1F87sqbg0nKN51dlmA,0,1
WLzXQunB0L0H5VOqLEVbhQ,6,2
v4dMYtyjeYmx_YAanhsFjw,8,3
ZEL8SF4BCqYgHyDyDxEUBA,1,2
oreF3CPWsX2lHq0V4AZQKg,3,0
ZkGDCVKSdf8m76cnnalL-A,47,55
3RlylOY452bA8rwliPUeUQ,14,2
etGemAdUhKD_Lw1Gnx_Oqg,4,1
VINRQr_PFUqs9VogCIM0Lg,12,1
0v984vlPQfb4VZWvBJSsfg,0,1
Ijf7nlXhLYEzH1yXdevorw,0,1
2oCM63whZH_IW6kzxciysg,1,0
cA2ZGg41C-KEuHLwXxoB1Q,25,0
6fKmO2gzGQhzM791H6b4mQ,2,0
JU7xlxQ4PMl5gAUkPk4uDw,1,1
NkezWNdhaHqD7ZMGPQuXxw,1,0
q4v-I9j1v7WqtxR12uEMxQ,6,0
bRAQFWRxN4lh9WogWxLJ9g,7,5
ygM0wSHWDQ5D3KcSvT3Cjg,6,5
qoUo4VY2KpPmHbFVYcxGog,0,2
fzOSlXP2ZyZjWuj1M_MWwA,6,2
Oy9xDxD-JtUzSurhOhboLg,1,0
xggWRP_tRSvdhxuUHyzRCw,3,5
vz8HFGsITt6aj-nyXkAEFg,0,6
46UHF46E1z-W2dOmhv-Fng,1,1
nV8mDMin6c964MgjK6JZgg,4,3
m1Y7O4CZqIYpSogrOnB__A,1,2
YeYtDdGRonHddnviDc1q7g,7,2
zpfLEkD3DuoPegq-EmH2Cg,15,0
dhklnXf37sWL4uoOaWuc0A,0,1
ahGtKEHYxY3igWrTHh7FVQ,8,6
YFP7BEkWcwQdgSeZie7wYg,5,4
wctvZYbHAo8jufqAFQ457g,0,1
GwGrjDJF9etdthhnoJcV9g,0,1
RvrR0l5QGUK5qxcHZUSrFA,4,2
b5epWgPoVcXoMJdCCzFMUw,15,3
N8FdrKl0y_E_mUOj8VSFuA,0,1
5ie-dY4FWa_w7MkU01YvzQ,0,1
fdX_eu-dCaKsDaK_itNIzQ,4,2
OQtldLhTbdyRRYSdA5rxRw,6,6
hcKl9pAuB6E6ndh8anbgFg,5,2
4uwagegh7z3xHtYDxAfs7A,0,1
ASuPC0RuCgfGj7-9j_DNZg,0,1
hFDFIGxTK3d5Dr4aXp3PXw,4,1
us3kdkEL7ne-88pKhvko7A,1,0
ZBb76kHYv6b-Cn4CkiO2Zg,1,0
n9eudXq_35C0htRLtHZ2XQ,0,1
97CISt6buzpS0B6hGTDjWQ,2,1
WSmOu-JNHfVxvisIWAvL9Q,9,2
4NfjvMzUG5rbkxtPg-8pkw,3,1
eHTvSU0md8vncMRcsN4pNA,2,2
03DvzzcB5ze7lacYwZbH8A,0,1
JYJp_reWLD2NolINChPgrw,0,2
91VUQhU9fyV-usA7aeN6mA,0,1
GYmdm_Vy7sf9tji7WUcohg,1,2
VYOtofDcgJIV5-vPUd4sZA,3,1
4KtHdcaZgJNZvbRgs5edKQ,2,4
6lCFq6RQxctSW37yNYZ5wg,5,6
Er2XAYN8l1BadlYFwiPb9g,9,2
Ud2r44vcEX9mPCmk62bPuw,1,1
B0vJZ5PuFeW42JpEgiuFjg,0,1
PBmfdx-tC2D54FI3HtcKww,0,1
6hDSwRz0n4LB2sZ9qWG4-w,1,1
CWhCFNnV60zdQo4c1GBWOA,6,1
fh05S2FxDd_9Q95xf-ouww,6,0
pXQV_vlMtQt---3W_do9Zg,5,0
I-VD-o4JDGSG5GHQ2EbrVA,10,0
hKlib0mgTS4rug6CGPAV6g,0,1
SQEzO0MiY6-M1VwbYcbWtg,1,4
Cr2KB269nchYC2uc-ntHgA,4,0
_u4zSKcn6cWwaKW-xxY9IQ,0,1
2k7HL2oAGr__WRJLhIoWwQ,1,0
Q5flK4fxR2roE0aCjqF_gw,0,1
sbFf2Z6YJOiGvRasNzTGuw,5,4
_-W_hRQRDEqVdO1WKGa-DQ,2,7
uYoSb2rNi77LMQZ-Nn1Epg,2,1
BeNBXXzqyaHtNQI0mW7EMg,2,1
IQ3esF7MvIOCbeVetW51Ng,7,5
MiJ9gWnTexnHS2Vnv0RS1A,0,1
JMRJxV9PxIT78ticltqm9g,3,1
SCoH7sKTSwIhREUPBu7BkA,2,1
yF-KH1l-rLVJaON8gfpyig,8,5
s-0f3GlXpbJBmjiL6aFIHQ,5,2
gaQHTBvkAm-aY_rjLvejIw,5,1
ppobG2P-YmqTPy0s4MTRtA,12,19
DKMW5M-VI8QKA9YFuBvWtA,0,1
fCpPsX76xgs4BKLe_uxAMQ,1,1
WC94uZjbFJEHwiPL6y_d7g,1,2
a8pmtlVKf7NiSLI-4KejIw,30,58
4aAf2nAr86lcDHzqWSaYuQ,2,0
CHFw_V836nIKpWtqMP4E5g,0,2
El6Bum4I-0VWJRgzbtscJQ,1,0
9fKYo_6qLPofBbts0JAnSw,18,5
8rIDfnWHSo-K0Xb9Y1gjrA,8,3
kIYJfoODzS2PA9VzFxo8DQ,1,0
D6KoYvnmWswZJjdGm0uiqA,1,1
FfHpj1QcW510pA3CS354xw,3,5
wQt02A5yue6S0ujGZUQerw,5,1
ZwURbn4AVHxSUL6iDwjk5A,0,1
g-BuoRJi5LOki0_rSWK2BA,1,1
WPkRg0eaJZFbyXm0uNb1ZA,2,4
T8G7k6fm-KYX4C-GPsXiHw,3,1
sYSlKRCWmVeQr1hA6-WUzw,3,2
CumFf2t8heqFJ4yZDLnD7g,1,0
semizMsHqDfT_kOXQITSOA,3,1
rGRdhVQJb-RZWEB4LUmcRg,8,1
409qhf4RF0rlxcuaM576Qg,36,2
0JoteSDMdGJSgYzk60vSdQ,44,15
9UU2DPhwmTmkuANzYiZSMQ,2,1
3U__XOTBFptjhBeHrPGqrg,1,1
ZCQa7CJxZ-53Zxd_pobWug,4,7
r64n5_4dwTJ-qHZJgJGz1w,1,2
ByF6BhEWd8if3hiNM-BU9w,1,0
lswrEHkfLHoChmSsGFAAwA,3,0
Qeb9RzkMisaBqbxnBkgA9g,4,4
cwr3rAT9uMVOU1CXGuOnCw,1,0
eHqruXdW4K78n1BsyUkNSw,0,1
d31uae0VHRiaWTD6w2D03w,10,1
Vf6FvJTd03jiqlR0dj1MfQ,1,7
q5xrVJ4kivx_yEfJeOKNYQ,16,13
VBy4li_dfKubGksFgP0ySQ,2,0
HL6ZzGF7V-KDaU0zziHyEA,21,13
jJZwQj3Pwv1OMZ8bQpKxnw,2,2
tuUX96eC3SBnNKNO7l6rew,0,1
I9WlpC8I4eMrNDFb3Y4qMg,1,0
o9pydbXW9aT7Hry_z8wbeQ,0,1
ZE6zl8etiSMrPubDF_iLeg,4,2
b2E_ahQNhMBu7soQIG2Gow,3,0
Jg0mxuXZbuCKI91TQtKwDA,8,0
rc9SfYli96cnlPDMyJ7hyA,2,2
m1BRMnrel42nz_qIPSBO9w,1,1
npFreYuGvPtNbHo0x74zcA,0,1
TgTiw8lMYoRNreSeYN9qWg,2,1
uivpqxLmLXhuargU1f6uGQ,3,5
OdjINFB2qGR57eWw2nwCsQ,1,4
_IDr3CT6dix48TaYExOsRw,1,0
u7jiuYiz-zVwsh0TGRHUIg,1,0
_IZyyv0dFfpIy_rI_-nwTQ,9,4
RqG1w9fshXf0QKEDEFbm1Q,0,1
eOhKy_V4DVWDF47G8PmiEw,13,11
75RP4HSsSJOe_e7e2e3jQQ,12,3
j8oKeBN7GYt2iOg5xmawJw,14,8
ld3lAIb7Eqhl08i71PCYng,1,1
EKIwV8nxZerC_cD6w3F6Cg,1,2
sBrrWO-Nv7imsqU0e5504Q,11,1
X57f6FWZiwI1wOidPPhOrQ,1,1
8Q_pczH1uBghV495-Ba6WA,10,2
S9QkaFZ-64t8KpWvC5m4lA,1,1
Ye7m47NmlX-r6dyCU1ix0A,0,1
pIYXpJQUFvcy_RXylnygyg,5,1
i_K9elBRuVJsKEl8nsu5Yg,0,2
rsQAS-k7GldsJm7UAtVyYA,3,0
ddplAthoA2pGLoSqhHpVkA,1,0
_y4Weidh-lApX2HNBKXuQw,1,0
s9PfVvOrnYTMLpMhVgBiVw,1,0
SGapZBbSgSYY3fziaskULQ,1,2
gGW6x2FkWo7PBZsaB0Z3rA,3,1
qU90yUXPYMyrzgZ702btOA,1,2
VMynzgCIrpS4TyksiA-ktg,8,0
jx4VrFSwbBEUWMpvV4BS7A,1,0
xCmFGgpTkf77fNCrvkDBsA,1,0
bXysvJlRPTFTZ3fdvwRsYA,14,7
6Pan1LNt_NdkwTcr2-xNUA,1,1
v8GoMpUij_yuStcdWGGKYw,1,0
rntKF4Dm9JIJoSNi5XqRsQ,11,2
wrG6E3kvZ0_TiK-gAqVqeg,4,3
phPZ8TqDJE51PRe-rnI3dQ,4,0
Ocquw2_SSDlqwoAhEVek0g,1,0
iucnfMFJlkL8sMYW9J0K8A,1,0
lw_vRdg4qUprQEgWDG6czQ,3,0
KRoJhHyPWORMJn1UO5kAkA,5,1
0hFVE-lqnEytSsWZGevJDg,9,3
SkSkWld_ijmWVEDo9_ztKw,6,1
rzizY1zgiokbRDfD0V_AUw,1,2
Wqa1JjkSuviehZ7OedhPeA,7,2
eH4f7_hN8qzamuXBOvVLdg,12,0
osu1j_Lg8R9brpuMMn3a3A,32,15
Jy6ru0Hz-9Yc5v006-YmUQ,7,2
g6GXqg-QdDiQGLYMVqNOUw,11,16
J1MVP1oGbBnKVqriX4HDuQ,10,0
YNHvFEvp9VDNwX5VhRanYQ,1,1
u_1EIg-c3d8XYfrmcdHX3w,2,0
gy5pr5bFAjOL5rERSdMCLg,2,2
pv-bAsIJc6s31dYHxjKpvQ,1,0
Y6Vw0FF8Qz9XD8fY4Z9Vfg,5,3
aDkbxQb4CVXuV9tJx22ukw,3,1
LQg6wHIu5SGsWI0U5siclw,1,2
FsDogwXYckKUgs5VUoPbJw,1,0
EV1Jyftx72oF7gG9Uo7pdA,1,0
__iqJ91sPngnwEa3nIQP8Q,0,1
H4SHl6AAvRp4o3Mg60fkkA,3,3
a0imQZn-utjU8kyIfEdwLg,0,2
Wwqv_bF0jUw2P9n6isbRFg,1,2
uKWh_n81PJY7XTjPQib_yw,1,0
yXZsCdL22Gsz3saanW48Hw,1,0
PpicV2WP71Bmn5QsA9LAYw,3,0
lY8W0bUqMHeL0cPeNoIPmg,0,1
KMnFlu3SifyKWKVeMX1UFg,0,2
bWSqZ_K0ntz5dssOWAoB8A,6,0
EkBJbgHQqcy5bK3aZARifA,0,3
300cN_XaArNzXKYrXYdr1Q,2,2
Bux3uz_RHXjYrRdNZSIKBA,0,6
VpsXhgaBA7-65Gt2zg8Nkg,1,7
lebZM1I1gTuAzRfIBNSgdw,13,9
ACFtxLv8pGrrxMm6EgjreA,0,1
7WAeeunp2p8sSq44_TMxtA,3,0
nER4r71-nLBpy4ZkrsAOYg,0,2
9CcOOIJckoGF2sA9Rw2ZSg,1,0
hrA8586Sa-zBN56_FDtyMQ,1,1
5d0ASyr7agXrw3hxidsQuA,1,2
y05fRF4JOUE3i58vpGN2vA,3,1
gvur69cXFtawJnJbNzFuZQ,4,1
sejZdCPdmClvwcwxH2wBBw,0,1
k5azd7T8eqESrOP9TkBjOw,0,2
OGg60MuC7fTlPaepWqB4bg,4,3
Vx2J5pskonaXb0WQlejB6Q,0,1
tqxS-gA5zhBvdI5lk7kDGg,1,0
bLva9YGmDcnar3YKHE2XzA,1,0
cbVaCo7DdU4ClI3ujqnMyw,2,0
fZzgTEHDElm_R6gsYxmeBw,2,0
TU_Jyk2KmWs7br2w_vYO2w,2,1
GLKVAHzymmr3rjDp7vE1WQ,8,0
pONAh36UidKWp0jU7ecwgw,1,5
iyqeV1g0Q78bS2LHoZrBCQ,0,1
oKATEDDmUGDDr-tIbDX5Pg,2,0
DzVv_g6xsLbMh66HtiZK3A,0,1
SY7Jl-8yfYKD0USosR8MGw,2,2
9ekvSQibalBglJH0ekuGlA,1,0
c13-EE0wLqiPKUh3-fGVHg,4,2
